date_id,date_key,year,quarter,month_number,month_name,week_of_year,day_of_month,day_name,is_weekend,year_month
20171211,2017-12-11,2017,4,12,December,50,11,Monday,Weekday,2017-12
20171212,2017-12-12,2017,4,12,December,50,12,Tuesday,Weekday,2017-12
20171213,2017-12-13,2017,4,12,December,50,13,Wednesday,Weekday,2017-12
20171214,2017-12-14,2017,4,12,December,50,14,Thursday,Weekday,2017-12
20171215,2017-12-15,2017,4,12,December,50,15,Friday,Weekday,2017-12
20171216,2017-12-16,2017,4,12,December,50,16,Saturday,Weekend,2017-12
20171217,2017-12-17,2017,4,12,December,51,17,Sunday,Weekend,2017-12
20171218,2017-12-18,2017,4,12,December,51,18,Monday,Weekday,2017-12
20171219,2017-12-19,2017,4,12,December,51,19,Tuesday,Weekday,2017-12
20171220,2017-12-20,2017,4,12,December,51,20,Wednesday,Weekday,2017-12
20171221,2017-12-21,2017,4,12,December,51,21,Thursday,Weekday,2017-12
20171222,2017-12-22,2017,4,12,December,51,22,Friday,Weekday,2017-12
20171223,2017-12-23,2017,4,12,December,51,23,Saturday,Weekend,2017-12
20171224,2017-12-24,2017,4,12,December,52,24,Sunday,Weekend,2017-12
20171225,2017-12-25,2017,4,12,December,52,25,Monday,Weekday,2017-12
20171226,2017-12-26,2017,4,12,December,52,26,Tuesday,Weekday,2017-12
20171227,2017-12-27,2017,4,12,December,52,27,Wednesday,Weekday,2017-12
20171228,2017-12-28,2017,4,12,December,52,28,Thursday,Weekday,2017-12
20171229,2017-12-29,2017,4,12,December,52,29,Friday,Weekday,2017-12
20171230,2017-12-30,2017,4,12,December,52,30,Saturday,Weekend,2017-12
20171231,2017-12-31,2017,4,12,December,53,31,Sunday,Weekend,2017-12
20180101,2018-01-01,2018,1,1,January,0,1,Monday,Weekday,2018-01
20180102,2018-01-02,2018,1,1,January,0,2,Tuesday,Weekday,2018-01
20180103,2018-01-03,2018,1,1,January,0,3,Wednesday,Weekday,2018-01
20180104,2018-01-04,2018,1,1,January,0,4,Thursday,Weekday,2018-01
20180105,2018-01-05,2018,1,1,January,0,5,Friday,Weekday,2018-01
20180106,2018-01-06,2018,1,1,January,0,6,Saturday,Weekend,2018-01
20180107,2018-01-07,2018,1,1,January,1,7,Sunday,Weekend,2018-01
20180108,2018-01-08,2018,1,1,January,1,8,Monday,Weekday,2018-01
20180109,2018-01-09,2018,1,1,January,1,9,Tuesday,Weekday,2018-01
20180110,2018-01-10,2018,1,1,January,1,10,Wednesday,Weekday,2018-01
20180111,2018-01-11,2018,1,1,January,1,11,Thursday,Weekday,2018-01
20180112,2018-01-12,2018,1,1,January,1,12,Friday,Weekday,2018-01
20180113,2018-01-13,2018,1,1,January,1,13,Saturday,Weekend,2018-01
20180114,2018-01-14,2018,1,1,January,2,14,Sunday,Weekend,2018-01
20180115,2018-01-15,2018,1,1,January,2,15,Monday,Weekday,2018-01
20180116,2018-01-16,2018,1,1,January,2,16,Tuesday,Weekday,2018-01
20180117,2018-01-17,2018,1,1,January,2,17,Wednesday,Weekday,2018-01
20180118,2018-01-18,2018,1,1,January,2,18,Thursday,Weekday,2018-01
20180119,2018-01-19,2018,1,1,January,2,19,Friday,Weekday,2018-01
20180120,2018-01-20,2018,1,1,January,2,20,Saturday,Weekend,2018-01
20180121,2018-01-21,2018,1,1,January,3,21,Sunday,Weekend,2018-01
20180122,2018-01-22,2018,1,1,January,3,22,Monday,Weekday,2018-01
20180123,2018-01-23,2018,1,1,January,3,23,Tuesday,Weekday,2018-01
20180124,2018-01-24,2018,1,1,January,3,24,Wednesday,Weekday,2018-01
20180125,2018-01-25,2018,1,1,January,3,25,Thursday,Weekday,2018-01
20180126,2018-01-26,2018,1,1,January,3,26,Friday,Weekday,2018-01
20180127,2018-01-27,2018,1,1,January,3,27,Saturday,Weekend,2018-01
20180128,2018-01-28,2018,1,1,January,4,28,Sunday,Weekend,2018-01
20180129,2018-01-29,2018,1,1,January,4,29,Monday,Weekday,2018-01
20180130,2018-01-30,2018,1,1,January,4,30,Tuesday,Weekday,2018-01
20180131,2018-01-31,2018,1,1,January,4,31,Wednesday,Weekday,2018-01
20180201,2018-02-01,2018,1,2,February,4,1,Thursday,Weekday,2018-02
20180202,2018-02-02,2018,1,2,February,4,2,Friday,Weekday,2018-02
20180203,2018-02-03,2018,1,2,February,4,3,Saturday,Weekend,2018-02
20180204,2018-02-04,2018,1,2,February,5,4,Sunday,Weekend,2018-02
20180205,2018-02-05,2018,1,2,February,5,5,Monday,Weekday,2018-02
20180206,2018-02-06,2018,1,2,February,5,6,Tuesday,Weekday,2018-02
20180207,2018-02-07,2018,1,2,February,5,7,Wednesday,Weekday,2018-02
20180208,2018-02-08,2018,1,2,February,5,8,Thursday,Weekday,2018-02
20180209,2018-02-09,2018,1,2,February,5,9,Friday,Weekday,2018-02
20180210,2018-02-10,2018,1,2,February,5,10,Saturday,Weekend,2018-02
20180211,2018-02-11,2018,1,2,February,6,11,Sunday,Weekend,2018-02
20180212,2018-02-12,2018,1,2,February,6,12,Monday,Weekday,2018-02
20180213,2018-02-13,2018,1,2,February,6,13,Tuesday,Weekday,2018-02
20180214,2018-02-14,2018,1,2,February,6,14,Wednesday,Weekday,2018-02
20180215,2018-02-15,2018,1,2,February,6,15,Thursday,Weekday,2018-02
20180216,2018-02-16,2018,1,2,February,6,16,Friday,Weekday,2018-02
20180217,2018-02-17,2018,1,2,February,6,17,Saturday,Weekend,2018-02
20180218,2018-02-18,2018,1,2,February,7,18,Sunday,Weekend,2018-02
20180219,2018-02-19,2018,1,2,February,7,19,Monday,Weekday,2018-02
20180220,2018-02-20,2018,1,2,February,7,20,Tuesday,Weekday,2018-02
20180221,2018-02-21,2018,1,2,February,7,21,Wednesday,Weekday,2018-02
20180222,2018-02-22,2018,1,2,February,7,22,Thursday,Weekday,2018-02
20180223,2018-02-23,2018,1,2,February,7,23,Friday,Weekday,2018-02
20180224,2018-02-24,2018,1,2,February,7,24,Saturday,Weekend,2018-02
20180225,2018-02-25,2018,1,2,February,8,25,Sunday,Weekend,2018-02
20180226,2018-02-26,2018,1,2,February,8,26,Monday,Weekday,2018-02
20180227,2018-02-27,2018,1,2,February,8,27,Tuesday,Weekday,2018-02
20180228,2018-02-28,2018,1,2,February,8,28,Wednesday,Weekday,2018-02
20180301,2018-03-01,2018,1,3,March,8,1,Thursday,Weekday,2018-03
20180302,2018-03-02,2018,1,3,March,8,2,Friday,Weekday,2018-03
20180303,2018-03-03,2018,1,3,March,8,3,Saturday,Weekend,2018-03
20180304,2018-03-04,2018,1,3,March,9,4,Sunday,Weekend,2018-03
20180305,2018-03-05,2018,1,3,March,9,5,Monday,Weekday,2018-03
20180306,2018-03-06,2018,1,3,March,9,6,Tuesday,Weekday,2018-03
20180307,2018-03-07,2018,1,3,March,9,7,Wednesday,Weekday,2018-03
20180308,2018-03-08,2018,1,3,March,9,8,Thursday,Weekday,2018-03
20180309,2018-03-09,2018,1,3,March,9,9,Friday,Weekday,2018-03
20180310,2018-03-10,2018,1,3,March,9,10,Saturday,Weekend,2018-03
20180311,2018-03-11,2018,1,3,March,10,11,Sunday,Weekend,2018-03
20180312,2018-03-12,2018,1,3,March,10,12,Monday,Weekday,2018-03
20180313,2018-03-13,2018,1,3,March,10,13,Tuesday,Weekday,2018-03
20180314,2018-03-14,2018,1,3,March,10,14,Wednesday,Weekday,2018-03
20180315,2018-03-15,2018,1,3,March,10,15,Thursday,Weekday,2018-03
20180316,2018-03-16,2018,1,3,March,10,16,Friday,Weekday,2018-03
20180317,2018-03-17,2018,1,3,March,10,17,Saturday,Weekend,2018-03
20180318,2018-03-18,2018,1,3,March,11,18,Sunday,Weekend,2018-03
20180319,2018-03-19,2018,1,3,March,11,19,Monday,Weekday,2018-03
20180320,2018-03-20,2018,1,3,March,11,20,Tuesday,Weekday,2018-03
20180321,2018-03-21,2018,1,3,March,11,21,Wednesday,Weekday,2018-03
20180322,2018-03-22,2018,1,3,March,11,22,Thursday,Weekday,2018-03
20180323,2018-03-23,2018,1,3,March,11,23,Friday,Weekday,2018-03
20180324,2018-03-24,2018,1,3,March,11,24,Saturday,Weekend,2018-03
20180325,2018-03-25,2018,1,3,March,12,25,Sunday,Weekend,2018-03
20180326,2018-03-26,2018,1,3,March,12,26,Monday,Weekday,2018-03
20180327,2018-03-27,2018,1,3,March,12,27,Tuesday,Weekday,2018-03
20180328,2018-03-28,2018,1,3,March,12,28,Wednesday,Weekday,2018-03
20180329,2018-03-29,2018,1,3,March,12,29,Thursday,Weekday,2018-03
20180330,2018-03-30,2018,1,3,March,12,30,Friday,Weekday,2018-03
20180331,2018-03-31,2018,1,3,March,12,31,Saturday,Weekend,2018-03
20180401,2018-04-01,2018,2,4,April,13,1,Sunday,Weekend,2018-04
20180402,2018-04-02,2018,2,4,April,13,2,Monday,Weekday,2018-04
20180403,2018-04-03,2018,2,4,April,13,3,Tuesday,Weekday,2018-04
20180404,2018-04-04,2018,2,4,April,13,4,Wednesday,Weekday,2018-04
20180405,2018-04-05,2018,2,4,April,13,5,Thursday,Weekday,2018-04
20180406,2018-04-06,2018,2,4,April,13,6,Friday,Weekday,2018-04
20180407,2018-04-07,2018,2,4,April,13,7,Saturday,Weekend,2018-04
20180408,2018-04-08,2018,2,4,April,14,8,Sunday,Weekend,2018-04
20180409,2018-04-09,2018,2,4,April,14,9,Monday,Weekday,2018-04
20180410,2018-04-10,2018,2,4,April,14,10,Tuesday,Weekday,2018-04
20180411,2018-04-11,2018,2,4,April,14,11,Wednesday,Weekday,2018-04
20180412,2018-04-12,2018,2,4,April,14,12,Thursday,Weekday,2018-04
20180413,2018-04-13,2018,2,4,April,14,13,Friday,Weekday,2018-04
20180414,2018-04-14,2018,2,4,April,14,14,Saturday,Weekend,2018-04
20180415,2018-04-15,2018,2,4,April,15,15,Sunday,Weekend,2018-04
20180416,2018-04-16,2018,2,4,April,15,16,Monday,Weekday,2018-04
20180417,2018-04-17,2018,2,4,April,15,17,Tuesday,Weekday,2018-04
20180418,2018-04-18,2018,2,4,April,15,18,Wednesday,Weekday,2018-04
20180419,2018-04-19,2018,2,4,April,15,19,Thursday,Weekday,2018-04
20180420,2018-04-20,2018,2,4,April,15,20,Friday,Weekday,2018-04
20180421,2018-04-21,2018,2,4,April,15,21,Saturday,Weekend,2018-04
20180422,2018-04-22,2018,2,4,April,16,22,Sunday,Weekend,2018-04
20180423,2018-04-23,2018,2,4,April,16,23,Monday,Weekday,2018-04
20180424,2018-04-24,2018,2,4,April,16,24,Tuesday,Weekday,2018-04
20180425,2018-04-25,2018,2,4,April,16,25,Wednesday,Weekday,2018-04
20180426,2018-04-26,2018,2,4,April,16,26,Thursday,Weekday,2018-04
20180427,2018-04-27,2018,2,4,April,16,27,Friday,Weekday,2018-04
20180428,2018-04-28,2018,2,4,April,16,28,Saturday,Weekend,2018-04
20180429,2018-04-29,2018,2,4,April,17,29,Sunday,Weekend,2018-04
20180430,2018-04-30,2018,2,4,April,17,30,Monday,Weekday,2018-04
20180501,2018-05-01,2018,2,5,May,17,1,Tuesday,Weekday,2018-05
20180502,2018-05-02,2018,2,5,May,17,2,Wednesday,Weekday,2018-05
20180503,2018-05-03,2018,2,5,May,17,3,Thursday,Weekday,2018-05
20180504,2018-05-04,2018,2,5,May,17,4,Friday,Weekday,2018-05
20180505,2018-05-05,2018,2,5,May,17,5,Saturday,Weekend,2018-05
20180506,2018-05-06,2018,2,5,May,18,6,Sunday,Weekend,2018-05
20180507,2018-05-07,2018,2,5,May,18,7,Monday,Weekday,2018-05
20180508,2018-05-08,2018,2,5,May,18,8,Tuesday,Weekday,2018-05
20180509,2018-05-09,2018,2,5,May,18,9,Wednesday,Weekday,2018-05
20180510,2018-05-10,2018,2,5,May,18,10,Thursday,Weekday,2018-05
20180511,2018-05-11,2018,2,5,May,18,11,Friday,Weekday,2018-05
20180512,2018-05-12,2018,2,5,May,18,12,Saturday,Weekend,2018-05
20180513,2018-05-13,2018,2,5,May,19,13,Sunday,Weekend,2018-05
20180514,2018-05-14,2018,2,5,May,19,14,Monday,Weekday,2018-05
20180515,2018-05-15,2018,2,5,May,19,15,Tuesday,Weekday,2018-05
20180516,2018-05-16,2018,2,5,May,19,16,Wednesday,Weekday,2018-05
20180517,2018-05-17,2018,2,5,May,19,17,Thursday,Weekday,2018-05
20180518,2018-05-18,2018,2,5,May,19,18,Friday,Weekday,2018-05
20180519,2018-05-19,2018,2,5,May,19,19,Saturday,Weekend,2018-05
20180520,2018-05-20,2018,2,5,May,20,20,Sunday,Weekend,2018-05
20180521,2018-05-21,2018,2,5,May,20,21,Monday,Weekday,2018-05
20180522,2018-05-22,2018,2,5,May,20,22,Tuesday,Weekday,2018-05
20180523,2018-05-23,2018,2,5,May,20,23,Wednesday,Weekday,2018-05
20180524,2018-05-24,2018,2,5,May,20,24,Thursday,Weekday,2018-05
20180525,2018-05-25,2018,2,5,May,20,25,Friday,Weekday,2018-05
20180526,2018-05-26,2018,2,5,May,20,26,Saturday,Weekend,2018-05
20180527,2018-05-27,2018,2,5,May,21,27,Sunday,Weekend,2018-05
20180528,2018-05-28,2018,2,5,May,21,28,Monday,Weekday,2018-05
20180529,2018-05-29,2018,2,5,May,21,29,Tuesday,Weekday,2018-05
20180530,2018-05-30,2018,2,5,May,21,30,Wednesday,Weekday,2018-05
20180531,2018-05-31,2018,2,5,May,21,31,Thursday,Weekday,2018-05
20180601,2018-06-01,2018,2,6,June,21,1,Friday,Weekday,2018-06
20180602,2018-06-02,2018,2,6,June,21,2,Saturday,Weekend,2018-06
20180603,2018-06-03,2018,2,6,June,22,3,Sunday,Weekend,2018-06
20180604,2018-06-04,2018,2,6,June,22,4,Monday,Weekday,2018-06
20180605,2018-06-05,2018,2,6,June,22,5,Tuesday,Weekday,2018-06
20180606,2018-06-06,2018,2,6,June,22,6,Wednesday,Weekday,2018-06
20180607,2018-06-07,2018,2,6,June,22,7,Thursday,Weekday,2018-06
20180608,2018-06-08,2018,2,6,June,22,8,Friday,Weekday,2018-06
20180609,2018-06-09,2018,2,6,June,22,9,Saturday,Weekend,2018-06
20180610,2018-06-10,2018,2,6,June,23,10,Sunday,Weekend,2018-06
20180611,2018-06-11,2018,2,6,June,23,11,Monday,Weekday,2018-06
20180612,2018-06-12,2018,2,6,June,23,12,Tuesday,Weekday,2018-06
20180613,2018-06-13,2018,2,6,June,23,13,Wednesday,Weekday,2018-06
20180614,2018-06-14,2018,2,6,June,23,14,Thursday,Weekday,2018-06
20180615,2018-06-15,2018,2,6,June,23,15,Friday,Weekday,2018-06
20180616,2018-06-16,2018,2,6,June,23,16,Saturday,Weekend,2018-06
20180617,2018-06-17,2018,2,6,June,24,17,Sunday,Weekend,2018-06
20180618,2018-06-18,2018,2,6,June,24,18,Monday,Weekday,2018-06
20180619,2018-06-19,2018,2,6,June,24,19,Tuesday,Weekday,2018-06
20180620,2018-06-20,2018,2,6,June,24,20,Wednesday,Weekday,2018-06
20180621,2018-06-21,2018,2,6,June,24,21,Thursday,Weekday,2018-06
20180622,2018-06-22,2018,2,6,June,24,22,Friday,Weekday,2018-06
20180623,2018-06-23,2018,2,6,June,24,23,Saturday,Weekend,2018-06
20180624,2018-06-24,2018,2,6,June,25,24,Sunday,Weekend,2018-06
20180625,2018-06-25,2018,2,6,June,25,25,Monday,Weekday,2018-06
20180626,2018-06-26,2018,2,6,June,25,26,Tuesday,Weekday,2018-06
20180627,2018-06-27,2018,2,6,June,25,27,Wednesday,Weekday,2018-06
20180628,2018-06-28,2018,2,6,June,25,28,Thursday,Weekday,2018-06
20180629,2018-06-29,2018,2,6,June,25,29,Friday,Weekday,2018-06
20180630,2018-06-30,2018,2,6,June,25,30,Saturday,Weekend,2018-06
20180701,2018-07-01,2018,3,7,July,26,1,Sunday,Weekend,2018-07
20180702,2018-07-02,2018,3,7,July,26,2,Monday,Weekday,2018-07
20180703,2018-07-03,2018,3,7,July,26,3,Tuesday,Weekday,2018-07
20180704,2018-07-04,2018,3,7,July,26,4,Wednesday,Weekday,2018-07
20180705,2018-07-05,2018,3,7,July,26,5,Thursday,Weekday,2018-07
20180706,2018-07-06,2018,3,7,July,26,6,Friday,Weekday,2018-07
20180707,2018-07-07,2018,3,7,July,26,7,Saturday,Weekend,2018-07
20180708,2018-07-08,2018,3,7,July,27,8,Sunday,Weekend,2018-07
20180709,2018-07-09,2018,3,7,July,27,9,Monday,Weekday,2018-07
20180710,2018-07-10,2018,3,7,July,27,10,Tuesday,Weekday,2018-07
20180711,2018-07-11,2018,3,7,July,27,11,Wednesday,Weekday,2018-07
20180712,2018-07-12,2018,3,7,July,27,12,Thursday,Weekday,2018-07
20180713,2018-07-13,2018,3,7,July,27,13,Friday,Weekday,2018-07
20180714,2018-07-14,2018,3,7,July,27,14,Saturday,Weekend,2018-07
20180715,2018-07-15,2018,3,7,July,28,15,Sunday,Weekend,2018-07
20180716,2018-07-16,2018,3,7,July,28,16,Monday,Weekday,2018-07
20180717,2018-07-17,2018,3,7,July,28,17,Tuesday,Weekday,2018-07
20180718,2018-07-18,2018,3,7,July,28,18,Wednesday,Weekday,2018-07
20180719,2018-07-19,2018,3,7,July,28,19,Thursday,Weekday,2018-07
20180720,2018-07-20,2018,3,7,July,28,20,Friday,Weekday,2018-07
20180721,2018-07-21,2018,3,7,July,28,21,Saturday,Weekend,2018-07
20180722,2018-07-22,2018,3,7,July,29,22,Sunday,Weekend,2018-07
20180723,2018-07-23,2018,3,7,July,29,23,Monday,Weekday,2018-07
20180724,2018-07-24,2018,3,7,July,29,24,Tuesday,Weekday,2018-07
20180725,2018-07-25,2018,3,7,July,29,25,Wednesday,Weekday,2018-07
20180726,2018-07-26,2018,3,7,July,29,26,Thursday,Weekday,2018-07
20180727,2018-07-27,2018,3,7,July,29,27,Friday,Weekday,2018-07
20180728,2018-07-28,2018,3,7,July,29,28,Saturday,Weekend,2018-07
20180729,2018-07-29,2018,3,7,July,30,29,Sunday,Weekend,2018-07
20180730,2018-07-30,2018,3,7,July,30,30,Monday,Weekday,2018-07
20180731,2018-07-31,2018,3,7,July,30,31,Tuesday,Weekday,2018-07
20180801,2018-08-01,2018,3,8,August,30,1,Wednesday,Weekday,2018-08
20180802,2018-08-02,2018,3,8,August,30,2,Thursday,Weekday,2018-08
20180803,2018-08-03,2018,3,8,August,30,3,Friday,Weekday,2018-08
20180804,2018-08-04,2018,3,8,August,30,4,Saturday,Weekend,2018-08
20180805,2018-08-05,2018,3,8,August,31,5,Sunday,Weekend,2018-08
20180806,2018-08-06,2018,3,8,August,31,6,Monday,Weekday,2018-08
20180807,2018-08-07,2018,3,8,August,31,7,Tuesday,Weekday,2018-08
20180808,2018-08-08,2018,3,8,August,31,8,Wednesday,Weekday,2018-08
20180809,2018-08-09,2018,3,8,August,31,9,Thursday,Weekday,2018-08
20180810,2018-08-10,2018,3,8,August,31,10,Friday,Weekday,2018-08
20180811,2018-08-11,2018,3,8,August,31,11,Saturday,Weekend,2018-08
20180812,2018-08-12,2018,3,8,August,32,12,Sunday,Weekend,2018-08
20180813,2018-08-13,2018,3,8,August,32,13,Monday,Weekday,2018-08
20180814,2018-08-14,2018,3,8,August,32,14,Tuesday,Weekday,2018-08
20180815,2018-08-15,2018,3,8,August,32,15,Wednesday,Weekday,2018-08
20180816,2018-08-16,2018,3,8,August,32,16,Thursday,Weekday,2018-08
20180817,2018-08-17,2018,3,8,August,32,17,Friday,Weekday,2018-08
20180818,2018-08-18,2018,3,8,August,32,18,Saturday,Weekend,2018-08
20180819,2018-08-19,2018,3,8,August,33,19,Sunday,Weekend,2018-08
20180820,2018-08-20,2018,3,8,August,33,20,Monday,Weekday,2018-08
20180821,2018-08-21,2018,3,8,August,33,21,Tuesday,Weekday,2018-08
20180822,2018-08-22,2018,3,8,August,33,22,Wednesday,Weekday,2018-08
20180823,2018-08-23,2018,3,8,August,33,23,Thursday,Weekday,2018-08
20180824,2018-08-24,2018,3,8,August,33,24,Friday,Weekday,2018-08
20180825,2018-08-25,2018,3,8,August,33,25,Saturday,Weekend,2018-08
20180826,2018-08-26,2018,3,8,August,34,26,Sunday,Weekend,2018-08
20180827,2018-08-27,2018,3,8,August,34,27,Monday,Weekday,2018-08
20180828,2018-08-28,2018,3,8,August,34,28,Tuesday,Weekday,2018-08
20180829,2018-08-29,2018,3,8,August,34,29,Wednesday,Weekday,2018-08
20180903,2018-09-03,2018,3,9,September,35,3,Monday,Weekday,2018-09
